# MEAN_SAMPLE_SIZE = 54886
# TOTAL_GENES = 12577
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Small_Intestine.B_cell_Igkv1...       COVAR   12577    -0.064239   -0.0073669      0.11198       0.7169 Small_Intestine.B_cell_Igkv12.46_high
Small_Intestine.B_cell_Jchai...       COVAR   12577    -0.029899   -0.0028081      0.13596      0.58702 Small_Intestine.B_cell_Jchain_high
Small_Intestine.B_cell_Ms4a1...       COVAR   12577    -0.094381    -0.013158     0.098531      0.83093 Small_Intestine.B_cell_Ms4a1_high
Small_Intestine.Columnar_epi...       COVAR   12577    -0.015189    -0.002617     0.075719      0.57949 Small_Intestine.Columnar_epithelium
Small_Intestine.Dendritic_ce...       COVAR   12577    -0.062071   -0.0072898     0.098794      0.73509 Small_Intestine.Dendritic_cell_Siglech_high
Small_Intestine.Dendrtic_cel...       COVAR   12577     -0.10202    -0.012895      0.10519      0.83395 Small_Intestine.Dendrtic_cell_Cst3_high
Small_Intestine.Epithelial_c...1      COVAR   12577     0.084415     0.012583     0.094497      0.18585 Small_Intestine.Epithelial_cell_Kcne3_high
Small_Intestine.Epithelial_c...2      COVAR   12577     0.014625    0.0027233     0.064295      0.41003 Small_Intestine.Epithelial_cell_Sh2d6_high
Small_Intestine.Epithelium_o...1      COVAR   12577    0.0068732    0.0011774     0.065685      0.45833 Small_Intestine.Epithelium_of_small_intestinal_villi_Fabp1_high
Small_Intestine.Epithelium_o...2      COVAR   12577     0.053209    0.0091677     0.064996       0.2065 Small_Intestine.Epithelium_of_small_intestinal_villi_Fabp6_high
Small_Intestine.Epithelium_o...3      COVAR   12577     -0.10368   -0.0098867      0.10503       0.8382 Small_Intestine.Epithelium_of_small_intestinal_villi_Gm23935_high
Small_Intestine.Epithelium_o...5      COVAR   12577    0.0039478   0.00039862      0.08428      0.48132 Small_Intestine.Epithelium_of_small_intestinal_villi_mt.Nd1_high
Small_Intestine.Epithelium_o...4      COVAR   12577     -0.05846   -0.0065586     0.078115      0.77288 Small_Intestine.Epithelium_of_small_intestinal_villi_S100g_high
Small_Intestine.Erythroblast          COVAR   12577     -0.12474    -0.014241     0.079771      0.94104 Small_Intestine.Erythroblast
Small_Intestine.Macrophage_A...       COVAR   12577    -0.094168   -0.0092259      0.11517      0.79321 Small_Intestine.Macrophage_Apoe_high
Small_Intestine.Macrophage_C...       COVAR   12577    -0.024244   -0.0034882     0.061056      0.65434 Small_Intestine.Macrophage_Cxcl2_high
Small_Intestine.Macrophage_G...       COVAR   12577     -0.19078    -0.024326     0.085087      0.98751 Small_Intestine.Macrophage_G0s2_high
Small_Intestine.Mast_cell             COVAR   12577    -0.010496   -0.0016439     0.058412       0.5713 Small_Intestine.Mast_cell
Small_Intestine.Paneth_cell           COVAR   12577    -0.097188     -0.01288      0.10126       0.8314 Small_Intestine.Paneth_cell
Small_Intestine.S_cell_Chgb_...       COVAR   12577    -0.029612    -0.005915     0.053121      0.71138 Small_Intestine.S_cell_Chgb_high
Small_Intestine.S_cell_Gip_h...       COVAR   12577    -0.049348   -0.0077567     0.067945      0.76616 Small_Intestine.S_cell_Gip_high
Small_Intestine.Stromal_cell...1      COVAR   12577    -0.066064    -0.011929     0.063335      0.85154 Small_Intestine.Stromal_cell_Adamdec1_high
Small_Intestine.Stromal_cell...2      COVAR   12577     0.026378    0.0051893     0.055895       0.3185 Small_Intestine.Stromal_cell_Dcn_high
Small_Intestine.T_cell_Ccl5_...       COVAR   12577     -0.38393    -0.032296      0.16432      0.99026 Small_Intestine.T_cell_Ccl5_high
Small_Intestine.T_cell_Cd7_h...       COVAR   12577     -0.22383    -0.024576      0.13275      0.95409 Small_Intestine.T_cell_Cd7_high
Small_Intestine.T_cell_Icos_...       COVAR   12577     -0.29679    -0.034608      0.12446      0.99144 Small_Intestine.T_cell_Icos_high
Small_Intestine.T_cell_Ms4a4...       COVAR   12577     -0.14406    -0.018528     0.092485      0.94032 Small_Intestine.T_cell_Ms4a4b_high
Spleen.Dendritic_cell_S100a4...       COVAR   12577     -0.13265    -0.012826      0.13679      0.83391 Spleen.Dendritic_cell_S100a4_high
Spleen.Dendritic_cell_Siglec...       COVAR   12577    -0.022607   -0.0025002      0.10594      0.58449 Spleen.Dendritic_cell_Siglech_high
Spleen.Erythroblast                   COVAR   12577    -0.030106    -0.011723     0.031616      0.82951 Spleen.Erythroblast
Spleen.Granulocyte                    COVAR   12577    0.0021288   0.00019108      0.12023      0.49294 Spleen.Granulocyte
Spleen.Macrophage                     COVAR   12577     0.091452     0.011194     0.095134      0.16821 Spleen.Macrophage
Spleen.Marginal_zone_B_cell           COVAR   12577     -0.16097    -0.013839      0.16245      0.83912 Spleen.Marginal_zone_B_cell
Spleen.Monocyte                       COVAR   12577     -0.11707    -0.012003      0.13396      0.80892 Spleen.Monocyte
Spleen.Neutrophil                     COVAR   12577     -0.06269    -0.010018     0.069051      0.81802 Spleen.Neutrophil
Spleen.NK_cell                        COVAR   12577     -0.26798    -0.021233      0.15727      0.95579 Spleen.NK_cell
Spleen.Plasma_cell                    COVAR   12577    -0.055284   -0.0077494     0.092203      0.72561 Spleen.Plasma_cell
Spleen.T_cell                         COVAR   12577     -0.33378    -0.027362      0.17808      0.96955 Spleen.T_cell
Stomach.Antral_mucous_cell_           COVAR   12577     0.074194     0.012126     0.087591      0.19849 Stomach.Antral_mucous_cell_
Stomach.Dendritic_cell                COVAR   12577     0.052493      0.01033     0.062503       0.2005 Stomach.Dendritic_cell
Stomach.Dividing_cell                 COVAR   12577     0.078714      0.01687     0.066674       0.1189 Stomach.Dividing_cell
Stomach.Epithelial_cell_Gkn3...       COVAR   12577      0.12337     0.021724     0.078573     0.058201 Stomach.Epithelial_cell_Gkn3_high
Stomach.Epithelial_cell_Krt2...       COVAR   12577     0.071303     0.014306     0.063287      0.12995 Stomach.Epithelial_cell_Krt20_high
Stomach.Epithelial_cell_Pla2...       COVAR   12577    -0.015887   -0.0025842      0.06212      0.60092 Stomach.Epithelial_cell_Pla2g1b_high
Stomach.G_cell                        COVAR   12577     0.028177    0.0031586      0.11153      0.40028 Stomach.G_cell
Stomach.Gastric_mucosal_cell          COVAR   12577     0.020507     0.003413     0.077397      0.39552 Stomach.Gastric_mucosal_cell
Stomach.Macrophage                    COVAR   12577   -0.0019501  -0.00023205     0.090837      0.50856 Stomach.Macrophage
Stomach.Muscle_cell                   COVAR   12577     0.046551    0.0055681      0.09749      0.31651 Stomach.Muscle_cell
Stomach.Parietal_cell_                COVAR   12577    -0.043914    -0.011016     0.052134      0.80019 Stomach.Parietal_cell_
Stomach.Pit_cell_Gm26917_high         COVAR   12577       0.0876     0.013673     0.074562      0.12004 Stomach.Pit_cell_Gm26917_high
Stomach.Pit_cell_Ifrd1_high           COVAR   12577     0.099774     0.019861     0.065056      0.06257 Stomach.Pit_cell_Ifrd1_high
Stomach.Stomach_cell_Gkn2_hi...       COVAR   12577      0.10265      0.01482      0.08867      0.12352 Stomach.Stomach_cell_Gkn2_high
Stomach.Stomach_cell_Mt2_high         COVAR   12577     0.087168     0.017112     0.068395      0.10126 Stomach.Stomach_cell_Mt2_high
Stomach.Stomach_cell_Muc5ac_...       COVAR   12577     0.062873     0.011144     0.070236      0.18536 Stomach.Stomach_cell_Muc5ac_high
Stomach.Tuft_cell                     COVAR   12577     0.060214     0.012046     0.061215      0.16266 Stomach.Tuft_cell
Testis.Elongating_spermatid           COVAR   12577     -0.17292    -0.018184     0.085548      0.97837 Testis.Elongating_spermatid
Testis.Erythroblast_Hbb.bs_h...       COVAR   12577     -0.13161    -0.013455     0.081616      0.94656 Testis.Erythroblast_Hbb.bs_high
Testis.Leydig_cell                    COVAR   12577      -0.0978    -0.011477     0.085069      0.87485 Testis.Leydig_cell
Testis.Macrophage_Lyz2_high           COVAR   12577     -0.15463    -0.018928     0.077025      0.97764 Testis.Macrophage_Lyz2_high
Testis.Pre.Sertoli_cell_Cst9...       COVAR   12577     -0.16151    -0.017609     0.081726      0.97592 Testis.Pre.Sertoli_cell_Cst9_high
Testis.Pre.Sertoli_cell_Ctsl...       COVAR   12577    -0.051621   -0.0074032     0.060695      0.80247 Testis.Pre.Sertoli_cell_Ctsl_high
Testis.Preleptotene_spermato...       COVAR   12577     -0.13366    -0.016624     0.075548      0.96155 Testis.Preleptotene_spermatogonia
Testis.Sertoli_cell                   COVAR   12577     -0.11394    -0.013933     0.080323      0.92197 Testis.Sertoli_cell
Testis.Spermatids_1700016P04...       COVAR   12577     -0.22224    -0.021911     0.090136      0.99315 Testis.Spermatids_1700016P04Rik_high
Testis.Spermatids_Cst13_high          COVAR   12577    -0.081685    -0.014194     0.048714       0.9532 Testis.Spermatids_Cst13_high
Testis.Spermatids_Hmgb4_high          COVAR   12577    -0.061536    -0.010284       0.0483      0.89866 Testis.Spermatids_Hmgb4_high
Testis.Spermatids_Tnp1_high           COVAR   12577     -0.13364    -0.017648     0.065242      0.97972 Testis.Spermatids_Tnp1_high
Testis.Spermatocyte_1700001F...       COVAR   12577    -0.049339    -0.014931      0.02823      0.95973 Testis.Spermatocyte_1700001F09Rik_high
Testis.Spermatocyte_Cabs1_hi...       COVAR   12577     -0.17299    -0.021683      0.06771      0.99468 Testis.Spermatocyte_Cabs1_high
Testis.Spermatocyte_Calm2_hi...       COVAR   12577     -0.13953    -0.021602     0.061087      0.98881 Testis.Spermatocyte_Calm2_high
Testis.Spermatocyte_Mesp1_hi...       COVAR   12577     -0.18371    -0.023768     0.070159      0.99558 Testis.Spermatocyte_Mesp1_high
Testis.Spermatocyte_Slc2a3_h...       COVAR   12577    -0.066795    -0.017554     0.032382      0.98042 Testis.Spermatocyte_Slc2a3_high
Testis.Spermatogonia_1700001...       COVAR   12577     -0.13241    -0.017818     0.065476      0.97842 Testis.Spermatogonia_1700001P01Rik_high
Testis.Spermatogonia_Tbc1d23...       COVAR   12577    -0.046437    -0.014375     0.026822      0.95829 Testis.Spermatogonia_Tbc1d23_high
Thymus.abT_cell                       COVAR   12577     -0.26787     -0.02382      0.14061       0.9716 Thymus.abT_cell
Thymus.B_cell                         COVAR   12577     -0.26745    -0.026379      0.13182      0.97875 Thymus.B_cell
Thymus.DPT_cell                       COVAR   12577     -0.17586     -0.01499        0.142      0.89221 Thymus.DPT_cell
Thymus.gdT_cell_                      COVAR   12577     -0.18837    -0.021583      0.10555      0.96282 Thymus.gdT_cell_
Thymus.Pre_T_cell                     COVAR   12577    -0.022884   -0.0045774     0.051555      0.67143 Thymus.Pre_T_cell
Thymus.Proliferating_thymocy...       COVAR   12577     -0.11126     -0.01416     0.091963      0.88682 Thymus.Proliferating_thymocyte
Thymus.T_cell_Id2_high                COVAR   12577   -0.0087195   -0.0012272     0.083184      0.54174 Thymus.T_cell_Id2_high
Thymus.T_cell_Ms4a4b_high             COVAR   12577     -0.19693    -0.019787      0.13089      0.93377 Thymus.T_cell_Ms4a4b_high
Uterus.B_cell                         COVAR   12577     0.043001    0.0073803     0.063784      0.25011 Uterus.B_cell
Uterus.Dendritic_cell                 COVAR   12577      0.10065    0.0092314      0.15298      0.25528 Uterus.Dendritic_cell
Uterus.Endothelial_cell_Cldn...       COVAR   12577    0.0048648   0.00057079     0.093401      0.47923 Uterus.Endothelial_cell_Cldn5_high
Uterus.Endothelial_cell_Tm4s...       COVAR   12577      0.10622     0.010284      0.13162      0.20985 Uterus.Endothelial_cell_Tm4sf1_high
Uterus.Glandular_epithelium_...1      COVAR   12577    -0.063564   -0.0086872      0.10794      0.72202 Uterus.Glandular_epithelium_Ltf_high
Uterus.Glandular_epithelium_...2      COVAR   12577     0.076549     0.016998     0.069167      0.13422 Uterus.Glandular_epithelium_Sprr2f_high
Uterus.Granulocyte                    COVAR   12577     0.051344    0.0050462      0.11787      0.33156 Uterus.Granulocyte
Uterus.Keratinocyte                   COVAR   12577      0.12574     0.015374     0.091351     0.084349 Uterus.Keratinocyte
Uterus.Macrophage                     COVAR   12577     0.070705    0.0079557      0.12542      0.28648 Uterus.Macrophage
Uterus.Monocyte                       COVAR   12577     0.056864    0.0060473      0.12257      0.32135 Uterus.Monocyte
Uterus.Muscle_cell_Mgp_high           COVAR   12577    -0.062693   -0.0051199      0.14402      0.66833 Uterus.Muscle_cell_Mgp_high
Uterus.Muscle_cell_Pcp4_high          COVAR   12577    -0.065232   -0.0076916     0.088212      0.77019 Uterus.Muscle_cell_Pcp4_high
Uterus.NK_cell                        COVAR   12577      0.12716     0.013411       0.1321       0.1679 Uterus.NK_cell
Uterus.Smooth_muscle_cell_Rg...       COVAR   12577    -0.078339   -0.0071758      0.10779      0.76631 Uterus.Smooth_muscle_cell_Rgs5_high
Uterus.Stromal_cell_Ccl11_hi...       COVAR   12577     0.049957    0.0083584     0.072065      0.24409 Uterus.Stromal_cell_Ccl11_high
Uterus.Stromal_cell_Cxcl14_h...       COVAR   12577    -0.040446   -0.0032685      0.16341      0.59774 Uterus.Stromal_cell_Cxcl14_high
Uterus.Stromal_cell_Gm23935_...       COVAR   12577     0.068088    0.0078372        0.108      0.26421 Uterus.Stromal_cell_Gm23935_high
Uterus.Stromal_cell_Has1_high         COVAR   12577      0.09048       0.0162     0.068128     0.092088 Uterus.Stromal_cell_Has1_high
Uterus.Stromal_cell_Hsd11b2_...       COVAR   12577     0.086606    0.0091529      0.11333      0.22238 Uterus.Stromal_cell_Hsd11b2_high
