# MEAN_SAMPLE_SIZE = 54886
# TOTAL_GENES = 12577
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Small_Intestine.Epithelial_c...1      COVAR   12577     0.087923     0.013106     0.097162      0.18277 Small_Intestine.Epithelial_cell_Kcne3_high
Small_Intestine.Epithelial_c...2      COVAR   12577      0.01479    0.0027541     0.063934      0.40853 Small_Intestine.Epithelial_cell_Sh2d6_high
Small_Intestine.Epithelium_o...1      COVAR   12577    0.0076841    0.0013163      0.06436      0.45248 Small_Intestine.Epithelium_of_small_intestinal_villi_Fabp1_high
Small_Intestine.Epithelium_o...2      COVAR   12577     0.052078    0.0089727     0.063579      0.20637 Small_Intestine.Epithelium_of_small_intestinal_villi_Fabp6_high
Small_Intestine.Epithelium_o...3      COVAR   12577    -0.097278   -0.0092764      0.10288       0.8278 Small_Intestine.Epithelium_of_small_intestinal_villi_Gm23935_high
Small_Intestine.Epithelium_o...5      COVAR   12577    0.0045712   0.00046156     0.083965      0.47829 Small_Intestine.Epithelium_of_small_intestinal_villi_mt.Nd1_high
Small_Intestine.Epithelium_o...4      COVAR   12577    -0.055792   -0.0062593     0.077203      0.76505 Small_Intestine.Epithelium_of_small_intestinal_villi_S100g_high
Small_Intestine.Erythroblast          COVAR   12577     -0.12326    -0.014073     0.079448      0.93959 Small_Intestine.Erythroblast
Small_Intestine.Macrophage_A...       COVAR   12577    -0.087414   -0.0085642       0.1124      0.78162 Small_Intestine.Macrophage_Apoe_high
Small_Intestine.Macrophage_C...       COVAR   12577    -0.023556   -0.0033892     0.060791       0.6508 Small_Intestine.Macrophage_Cxcl2_high
Small_Intestine.Macrophage_G...       COVAR   12577      -0.1837    -0.023423     0.083766      0.98584 Small_Intestine.Macrophage_G0s2_high
Small_Intestine.Mast_cell             COVAR   12577    -0.010634   -0.0016655      0.05851      0.57211 Small_Intestine.Mast_cell
Small_Intestine.Paneth_cell           COVAR   12577    -0.093435    -0.012383     0.099806       0.8254 Small_Intestine.Paneth_cell
Small_Intestine.S_cell_Chgb_...       COVAR   12577    -0.029128   -0.0058182     0.052898      0.70905 Small_Intestine.S_cell_Chgb_high
Small_Intestine.S_cell_Gip_h...       COVAR   12577    -0.049333   -0.0077545     0.067967      0.76603 Small_Intestine.S_cell_Gip_high
Small_Intestine.Stromal_cell...1      COVAR   12577    -0.067454     -0.01218     0.063842      0.85463 Small_Intestine.Stromal_cell_Adamdec1_high
Small_Intestine.Stromal_cell...2      COVAR   12577     0.026441    0.0052017     0.055976      0.31834 Small_Intestine.Stromal_cell_Dcn_high
Small_Intestine.T_cell_Ccl5_...       COVAR   12577     -0.37223    -0.031312      0.16212      0.98915 Small_Intestine.T_cell_Ccl5_high
Small_Intestine.T_cell_Cd7_h...       COVAR   12577     -0.22142    -0.024311      0.13219      0.95302 Small_Intestine.T_cell_Cd7_high
Small_Intestine.T_cell_Icos_...       COVAR   12577     -0.29907    -0.034875      0.12492      0.99166 Small_Intestine.T_cell_Icos_high
Small_Intestine.T_cell_Ms4a4...       COVAR   12577     -0.14383    -0.018499     0.092452      0.94009 Small_Intestine.T_cell_Ms4a4b_high
Spleen.Dendritic_cell_S100a4...       COVAR   12577     -0.12611    -0.012193      0.13426       0.8262 Spleen.Dendritic_cell_S100a4_high
Spleen.Dendritic_cell_Siglec...       COVAR   12577    -0.020135   -0.0022269      0.10389      0.57684 Spleen.Dendritic_cell_Siglech_high
Spleen.Erythroblast                   COVAR   12577    -0.033918    -0.013208     0.033082      0.84737 Spleen.Erythroblast
Spleen.Granulocyte                    COVAR   12577     0.003965    0.0003559      0.11817      0.48662 Spleen.Granulocyte
Spleen.Macrophage                     COVAR   12577     0.089062     0.010902     0.092956      0.16902 Spleen.Macrophage
Spleen.Marginal_zone_B_cell           COVAR   12577     -0.15414    -0.013251      0.15983      0.83257 Spleen.Marginal_zone_B_cell
Spleen.Monocyte                       COVAR   12577     -0.10637    -0.010906      0.12935      0.79456 Spleen.Monocyte
Spleen.Neutrophil                     COVAR   12577    -0.060233   -0.0096258     0.068143      0.81162 Spleen.Neutrophil
Spleen.NK_cell                        COVAR   12577     -0.25875    -0.020501      0.15503      0.95243 Spleen.NK_cell
Spleen.Plasma_cell                    COVAR   12577    -0.052927    -0.007419     0.090961      0.71967 Spleen.Plasma_cell
Spleen.T_cell                         COVAR   12577     -0.32531    -0.026668      0.17615       0.9676 Spleen.T_cell
Stomach.Antral_mucous_cell            COVAR   12577      0.07337     0.011991     0.086773      0.19891 Stomach.Antral_mucous_cell
Stomach.Dendritic_cell                COVAR   12577      0.05148      0.01013     0.061422      0.20099 Stomach.Dendritic_cell
Stomach.Dividing_cell                 COVAR   12577     0.079595     0.017059     0.067096      0.11777 Stomach.Dividing_cell
Stomach.Epithelial_cell_Gkn3...       COVAR   12577      0.12295      0.02165     0.078366     0.058344 Stomach.Epithelial_cell_Gkn3_high
Stomach.Epithelial_cell_Krt2...       COVAR   12577     0.069068     0.013857     0.061844      0.13205 Stomach.Epithelial_cell_Krt20_high
Stomach.Epithelial_cell_Pla2...       COVAR   12577    -0.015259   -0.0024821     0.061727      0.59762 Stomach.Epithelial_cell_Pla2g1b_high
Stomach.G_cell                        COVAR   12577     0.028359     0.003179      0.11122      0.39937 Stomach.G_cell
Stomach.Gastric_mucosal_cell          COVAR   12577      0.02063    0.0034335     0.077125      0.39455 Stomach.Gastric_mucosal_cell
Stomach.Macrophage                    COVAR   12577   -0.0017379   -0.0002068     0.090695      0.50764 Stomach.Macrophage
Stomach.Muscle_cell                   COVAR   12577     0.046915    0.0056116     0.098602      0.31711 Stomach.Muscle_cell
Stomach.Parietal_cell                 COVAR   12577    -0.042616     -0.01069     0.051594      0.79559 Stomach.Parietal_cell
Stomach.Pit_cell_Gm26917_high         COVAR   12577     0.085955     0.013416      0.07349      0.12109 Stomach.Pit_cell_Gm26917_high
Stomach.Pit_cell_Ifrd1_high           COVAR   12577     0.096011     0.019112     0.063472       0.0652 Stomach.Pit_cell_Ifrd1_high
Stomach.Stomach_cell_Gkn2_hi...       COVAR   12577     0.099902     0.014424      0.08697      0.12535 Stomach.Stomach_cell_Gkn2_high
Stomach.Stomach_cell_Mt2_high         COVAR   12577      0.08506     0.016698     0.067271      0.10305 Stomach.Stomach_cell_Mt2_high
Stomach.Stomach_cell_Muc5ac_...       COVAR   12577     0.061022     0.010816     0.068521      0.18659 Stomach.Stomach_cell_Muc5ac_high
Stomach.Tuft_cell                     COVAR   12577     0.059095     0.011822     0.060295      0.16353 Stomach.Tuft_cell
Testis.Elongating_spermatid           COVAR   12577     -0.17161    -0.018046     0.085322      0.97784 Testis.Elongating_spermatid
Testis.Erythroblast_Hbb.bs_h...       COVAR   12577     -0.13082    -0.013374     0.081481       0.9458 Testis.Erythroblast_Hbb.bs_high
Testis.Leydig_cell                    COVAR   12577    -0.095838    -0.011246     0.084508      0.87161 Testis.Leydig_cell
Testis.Macrophage_Lyz2_high           COVAR   12577     -0.15132    -0.018522     0.076412      0.97615 Testis.Macrophage_Lyz2_high
Testis.Pre.Sertoli_cell_Cst9...       COVAR   12577     -0.16042     -0.01749     0.081539      0.97542 Testis.Pre.Sertoli_cell_Cst9_high
Testis.Pre.Sertoli_cell_Ctsl...       COVAR   12577    -0.050995   -0.0073135     0.060527      0.80024 Testis.Pre.Sertoli_cell_Ctsl_high
Testis.Preleptotene_spermato...       COVAR   12577     -0.13384    -0.016647     0.075595      0.96166 Testis.Preleptotene_spermatogonia
Testis.Sertoli_cell                   COVAR   12577     -0.11277     -0.01379     0.080043      0.92056 Testis.Sertoli_cell
Testis.Spermatids_1700016P04...       COVAR   12577     -0.22012    -0.021701     0.089822      0.99286 Testis.Spermatids_1700016P04Rik_high
Testis.Spermatids_Cst13_high          COVAR   12577    -0.080565       -0.014     0.048517      0.95158 Testis.Spermatids_Cst13_high
Testis.Spermatids_Hmgb4_high          COVAR   12577    -0.060666    -0.010138     0.048154      0.89612 Testis.Spermatids_Hmgb4_high
Testis.Spermatids_Tnp1_high           COVAR   12577     -0.13199    -0.017431     0.064975      0.97888 Testis.Spermatids_Tnp1_high
Testis.Spermatocyte_1700001F...       COVAR   12577    -0.049101    -0.014859     0.028189      0.95922 Testis.Spermatocyte_1700001F09Rik_high
Testis.Spermatocyte_Cabs1_hi...       COVAR   12577     -0.17113    -0.021451     0.067455       0.9944 Testis.Spermatocyte_Cabs1_high
Testis.Spermatocyte_Calm2_hi...       COVAR   12577     -0.14039    -0.021735     0.061241      0.98905 Testis.Spermatocyte_Calm2_high
Testis.Spermatocyte_Mesp1_hi...       COVAR   12577     -0.18356    -0.023748     0.070142      0.99556 Testis.Spermatocyte_Mesp1_high
Testis.Spermatocyte_Slc2a3_h...       COVAR   12577    -0.066795    -0.017553     0.032384      0.98041 Testis.Spermatocyte_Slc2a3_high
Testis.Spermatogonia_1700001...       COVAR   12577     -0.13098    -0.017626     0.065238      0.97765 Testis.Spermatogonia_1700001P01Rik_high
Testis.Spermatogonia_Tbc1d23...       COVAR   12577    -0.045984    -0.014235     0.026748       0.9572 Testis.Spermatogonia_Tbc1d23_high
Thymus.abT_cell                       COVAR   12577     -0.27828    -0.024746      0.14297      0.97419 Thymus.abT_cell
Thymus.B_cell                         COVAR   12577     -0.28808    -0.028414      0.13622      0.98277 Thymus.B_cell
Thymus.DPT_cell                       COVAR   12577       -0.182    -0.015514      0.14399      0.89687 Thymus.DPT_cell
Thymus.gdT_cell                       COVAR   12577     -0.19755    -0.022635      0.10772      0.96665 Thymus.gdT_cell
Thymus.Pre_T_cell                     COVAR   12577    -0.023316   -0.0046637     0.051821      0.67361 Thymus.Pre_T_cell
Thymus.Proliferating_thymocy...       COVAR   12577      -0.1196    -0.015221     0.094624      0.89686 Thymus.Proliferating_thymocyte
Thymus.T_cell_Id2_high                COVAR   12577   -0.0088189   -0.0012412     0.083381      0.54212 Thymus.T_cell_Id2_high
Thymus.T_cell_Ms4a4b_high             COVAR   12577     -0.20265    -0.020361      0.13252      0.93688 Thymus.T_cell_Ms4a4b_high
Uterus.B_cell                         COVAR   12577     0.042878    0.0073592     0.063419       0.2495 Uterus.B_cell
Uterus.Dendritic_cell                 COVAR   12577     0.099069    0.0090861      0.15054      0.25524 Uterus.Dendritic_cell
Uterus.Endothelial_cell_Cldn...       COVAR   12577    0.0042377   0.00049721     0.094353      0.48209 Uterus.Endothelial_cell_Cldn5_high
Uterus.Endothelial_cell_Tm4s...       COVAR   12577       0.1084     0.010496      0.13369      0.20874 Uterus.Endothelial_cell_Tm4sf1_high
Uterus.Glandular_epithelium_...1      COVAR   12577    -0.073349    -0.010025      0.11371      0.74054 Uterus.Glandular_epithelium_Ltf_high
Uterus.Glandular_epithelium_...2      COVAR   12577     0.080152     0.017798     0.071157      0.13001 Uterus.Glandular_epithelium_Sprr2f_high
Uterus.Granulocyte                    COVAR   12577     0.051627    0.0050739      0.11931      0.33262 Uterus.Granulocyte
Uterus.Keratinocyte                   COVAR   12577      0.12885     0.015753     0.092896     0.082729 Uterus.Keratinocyte
Uterus.Macrophage                     COVAR   12577     0.069977    0.0078739      0.12383      0.28601 Uterus.Macrophage
Uterus.Monocyte                       COVAR   12577     0.056469    0.0060053      0.12069      0.31994 Uterus.Monocyte
Uterus.Muscle_cell_Mgp_high           COVAR   12577    -0.068846   -0.0056224      0.14792      0.67918 Uterus.Muscle_cell_Mgp_high
Uterus.Muscle_cell_Pcp4_high          COVAR   12577    -0.069941   -0.0082468     0.090165      0.78103 Uterus.Muscle_cell_Pcp4_high
Uterus.NK_cell                        COVAR   12577      0.12743      0.01344      0.13217      0.16749 Uterus.NK_cell
Uterus.Smooth_muscle_cell_Rg...       COVAR   12577    -0.081399   -0.0074561      0.10898      0.77244 Uterus.Smooth_muscle_cell_Rgs5_high
Uterus.Stromal_cell_Ccl11_hi...       COVAR   12577     0.051282    0.0085802     0.073884      0.24382 Uterus.Stromal_cell_Ccl11_high
Uterus.Stromal_cell_Cxcl14_h...       COVAR   12577    -0.048978    -0.003958      0.17119       0.6126 Uterus.Stromal_cell_Cxcl14_high
Uterus.Stromal_cell_Gm23935_...       COVAR   12577     0.070148    0.0080743      0.11123      0.26414 Uterus.Stromal_cell_Gm23935_high
Uterus.Stromal_cell_Has1_high         COVAR   12577     0.094889     0.016989     0.070298     0.088552 Uterus.Stromal_cell_Has1_high
Uterus.Stromal_cell_Hsd11b2_...       COVAR   12577      0.08905    0.0094112      0.11616      0.22167 Uterus.Stromal_cell_Hsd11b2_high
Embryonic_Mesenchyme.Dendrit...       COVAR   12577     -0.17052    -0.021169      0.14051      0.88753 Embryonic_Mesenchyme.Dendritic_Cell
Embryonic_Mesenchyme.Endothe...       COVAR   12577      0.15281     0.019226     0.089244     0.043435 Embryonic_Mesenchyme.Endothelial_Cell
Embryonic_Mesenchyme.Erythro...1      COVAR   12577    -0.068494   -0.0094142      0.09474      0.76514 Embryonic_Mesenchyme.Erythroblast_Hbb.bs_high
Embryonic_Mesenchyme.Erythro...2      COVAR   12577    -0.083387    -0.016596     0.063979      0.90376 Embryonic_Mesenchyme.Erythroblast_Mt2_high
Embryonic_Mesenchyme.Erythro...3      COVAR   12577     -0.13615    -0.015321      0.10554      0.90146 Embryonic_Mesenchyme.Erythroid_Cell
Embryonic_Mesenchyme.Ganglio...1      COVAR   12577     -0.19233    -0.021441      0.11077      0.95873 Embryonic_Mesenchyme.Ganglion_cell_Cartpt_high
Embryonic_Mesenchyme.Ganglio...2      COVAR   12577       -0.101    -0.011982     0.097782      0.84917 Embryonic_Mesenchyme.Ganglion_cell_Gal_high
Embryonic_Mesenchyme.Ganglio...3      COVAR   12577     -0.19261    -0.017335      0.13148      0.92851 Embryonic_Mesenchyme.Ganglion_cell_Mapt_high
Embryonic_Mesenchyme.Lymphoi...       COVAR   12577    -0.045658   -0.0061578      0.11178      0.65853 Embryonic_Mesenchyme.Lymphoid_progenitor_cell
Embryonic_Mesenchyme.Macroph...       COVAR   12577     0.094919     0.010829      0.14738      0.25978 Embryonic_Mesenchyme.Macrophage
Embryonic_Mesenchyme.Muscle           COVAR   12577     -0.13497    -0.015925      0.12538      0.85913 Embryonic_Mesenchyme.Muscle
Embryonic_Mesenchyme.Neuron_...1      COVAR   12577     -0.22127    -0.018007      0.15699      0.92064 Embryonic_Mesenchyme.Neuron_Igfbpl1_high
Embryonic_Mesenchyme.Neuron_...2      COVAR   12577       -0.264    -0.027513      0.11797      0.98738 Embryonic_Mesenchyme.Neuron_Isl1_high
Embryonic_Mesenchyme.Neuron_...3      COVAR   12577     -0.15226    -0.014966      0.12317       0.8918 Embryonic_Mesenchyme.Neuron_Npy_high
Embryonic_Mesenchyme.Neurona...       COVAR   12577    -0.054305   -0.0051867      0.10812      0.69226 Embryonic_Mesenchyme.Neuronal_Progenitors
Embryonic_Mesenchyme.Neutrop...       COVAR   12577    -0.070445    -0.013615     0.052278      0.91108 Embryonic_Mesenchyme.Neutrophil
Embryonic_Mesenchyme.Progeni...       COVAR   12577     -0.17094    -0.024417     0.088082      0.97384 Embryonic_Mesenchyme.Progenitor_cell_Ptprcap_high
Embryonic_Mesenchyme.Reprodu...       COVAR   12577    -0.023829   -0.0024901       0.1242      0.57607 Embryonic_Mesenchyme.Reproductive_tissues
Embryonic_Mesenchyme.Skeleta...       COVAR   12577      -0.1482    -0.016175      0.11789      0.89563 Embryonic_Mesenchyme.Skeletal_Muscle
Embryonic_Mesenchyme.Stromal...2      COVAR   12577    -0.021242   -0.0021215      0.11456      0.57355 Embryonic_Mesenchyme.Stromal_Cell_Cldn11_high
Embryonic_Mesenchyme.Stromal...1      COVAR   12577    -0.076334   -0.0067674      0.17074      0.67259 Embryonic_Mesenchyme.Stromal_Cell_Agtr2_high
Embryonic_Mesenchyme.Stromal...3      COVAR   12577     0.007553   0.00079894      0.13962      0.47843 Embryonic_Mesenchyme.Stromal_Cell_Cnmd_high
Embryonic_Mesenchyme.Stromal...6      COVAR   12577      -0.2833    -0.023843      0.19048      0.93152 Embryonic_Mesenchyme.Stromal_cell_Cxcl12_high
Embryonic_Mesenchyme.Stromal...4      COVAR   12577     -0.22041    -0.022496       0.1488      0.93072 Embryonic_Mesenchyme.Stromal_Cell_Cxcl14_high
Embryonic_Mesenchyme.Stromal...5      COVAR   12577     -0.18863    -0.020221      0.13735      0.91517 Embryonic_Mesenchyme.Stromal_Cell_fabp7_high
Fetal_Brain.Dopaminergic_neu...       COVAR   12577     -0.14378     -0.01362      0.12321      0.87838 Fetal_Brain.Dopaminergic_neurons
Fetal_Brain.Ependymal_cell            COVAR   12577     -0.12837    -0.013246      0.12132      0.85499 Fetal_Brain.Ependymal_cell
Fetal_Brain.Erythroblast_Hbb...       COVAR   12577    -0.094906    -0.010269      0.10736      0.81165 Fetal_Brain.Erythroblast_Hbb.bh1_high
Fetal_Brain.Erythrocyte_Hbb....       COVAR   12577      -0.1078     -0.01275     0.087977      0.88977 Fetal_Brain.Erythrocyte_Hbb.bt_high
Fetal_Brain.Granule_neurons           COVAR   12577     -0.32544    -0.028855      0.14242      0.98884 Fetal_Brain.Granule_neurons
Fetal_Brain.Hippocampus_neur...       COVAR   12577     -0.23646    -0.020381      0.14439      0.94923 Fetal_Brain.Hippocampus_neurons_Asic4_high
Fetal_Brain.Macrophage                COVAR   12577      0.13771     0.017072      0.11485      0.11527 Fetal_Brain.Macrophage
Fetal_Brain.Microglia                 COVAR   12577    -0.090432    -0.010928      0.12625      0.76309 Fetal_Brain.Microglia
Fetal_Brain.Neural_progenito...       COVAR   12577     -0.16451    -0.014233      0.14328      0.87454 Fetal_Brain.Neural_progenitor_cell
Fetal_Brain.Neuron_Kpna2_high         COVAR   12577    -0.064622   -0.0063224      0.12136      0.70279 Fetal_Brain.Neuron_Kpna2_high
Fetal_Brain.Neuron_tuba1c_hi...       COVAR   12577     -0.15716    -0.015284      0.13542      0.87707 Fetal_Brain.Neuron_tuba1c_high
Fetal_Brain.Postmitotic_neur...       COVAR   12577     -0.30697    -0.027607       0.1393      0.98622 Fetal_Brain.Postmitotic_neurons_Lhx9_high
Fetal_Brain.Purkinje_cell             COVAR   12577     -0.20363    -0.022997     0.096821      0.98226 Fetal_Brain.Purkinje_cell
Fetal_Brain.Pyramidal_neuron...       COVAR   12577     -0.23172    -0.021122      0.14135      0.94942 Fetal_Brain.Pyramidal_neuron_cell
Fetal_Brain.Radial_glia_Fabp...       COVAR   12577     -0.13339    -0.012804      0.13344      0.84124 Fetal_Brain.Radial_glia_Fabp7_high
Fetal_Brain.Radial_glia_Vim_...       COVAR   12577      -0.3003     -0.02652      0.15586      0.97298 Fetal_Brain.Radial_glia_Vim_high
Fetal_Brain.Schwann_cell              COVAR   12577      -0.1821    -0.016347      0.13191      0.91627 Fetal_Brain.Schwann_cell
Fetal_Brain.Stromal_cell              COVAR   12577     -0.17801    -0.018345      0.13766      0.90199 Fetal_Brain.Stromal_cell
Fetal_Intestine.Acinar_cell           COVAR   12577     0.053089    0.0081612     0.093366      0.28482 Fetal_Intestine.Acinar_cell
Fetal_Intestine.Endothelial_...       COVAR   12577    -0.087818   -0.0097032      0.11247      0.78252 Fetal_Intestine.Endothelial_cell
Fetal_Intestine.Enteric_musc...       COVAR   12577     -0.20181    -0.019711      0.15432      0.90451 Fetal_Intestine.Enteric_muscle_cell
Fetal_Intestine.Enterocyte_p...1      COVAR   12577     -0.29718    -0.027979      0.17269      0.95735 Fetal_Intestine.Enterocyte_progenitor
Fetal_Intestine.Enterocyte_p...2      COVAR   12577     -0.12319    -0.012644      0.13361      0.82172 Fetal_Intestine.Enterocyte_progenitor_late_Ccnb1_high
Fetal_Intestine.Enterocyte_p...3      COVAR   12577      -0.2204    -0.024237      0.13802      0.94484 Fetal_Intestine.Enterocyte_progenitor_late_Ube2c_high
Fetal_Intestine.Enteroendocr...       COVAR   12577     -0.15555    -0.017672     0.099808      0.94043 Fetal_Intestine.Enteroendocrine
Fetal_Intestine.Epithelial_c...1      COVAR   12577      0.12166     0.013963      0.14086      0.19389 Fetal_Intestine.Epithelial_cell_Bex1_high
Fetal_Intestine.Epithelial_c...2      COVAR   12577     0.044506    0.0053451      0.13353      0.36946 Fetal_Intestine.Epithelial_cell_Lgals2_high
Fetal_Intestine.Erythroblast...1      COVAR   12577     0.059318    0.0086619     0.077407      0.22175 Fetal_Intestine.Erythroblast_Car2_high
Fetal_Intestine.Erythroblast...2      COVAR   12577     -0.13538    -0.014725      0.14338      0.82746 Fetal_Intestine.Erythroblast_Hbb.bs_high
Fetal_Intestine.Erythroblast...3      COVAR   12577     -0.13759    -0.015985      0.12482      0.86482 Fetal_Intestine.Erythroblast_Hbb.y_high
Fetal_Intestine.Macrophage_L...       COVAR   12577     0.040077    0.0046424      0.16244      0.40257 Fetal_Intestine.Macrophage_Lyz2_high
Fetal_Intestine.Macrophage_P...       COVAR   12577     0.033109    0.0035253      0.15522      0.41555 Fetal_Intestine.Macrophage_Pf4_high
Fetal_Intestine.Neuronal_cel...       COVAR   12577     -0.20829    -0.022109      0.14216      0.92855 Fetal_Intestine.Neuronal_cell_Fabp7_high
Fetal_Intestine.Neuronal_Cel...       COVAR   12577     -0.29525    -0.032712      0.12499      0.99091 Fetal_Intestine.Neuronal_Cells_Rtn1_high
Fetal_Intestine.Stromal_cell...1      COVAR   12577      -0.2027    -0.019555      0.16886        0.885 Fetal_Intestine.Stromal_cell_Adamdec1_high
Fetal_Intestine.Stromal_cell...2      COVAR   12577     -0.29182    -0.029624      0.15574      0.96951 Fetal_Intestine.Stromal_cell_Stmn2_high
Fetal_Intestine.Stromal_cell...3      COVAR   12577    -0.045485   -0.0041857      0.16314       0.6098 Fetal_Intestine.Stromal_cell_Upk3b_high
Fetal_Intestine.T_cell                COVAR   12577     -0.18728    -0.022727      0.13566      0.91626 Fetal_Intestine.T_cell
Fetal_Kidney.Stromal_cell_Mg...       COVAR   12577     0.037259    0.0084183     0.036869      0.15612 Fetal_Kidney.Stromal_cell_Mgp_high
Fetal_Liver.B_cell                    COVAR   12577    -0.020624   -0.0032487     0.076019      0.60692 Fetal_Liver.B_cell
Fetal_Liver.Dendritic_cell            COVAR   12577     0.021774    0.0028563      0.12415      0.43039 Fetal_Liver.Dendritic_cell
Fetal_Liver.Erythroblast_Hba...       COVAR   12577     0.031184    0.0036679     0.095739      0.37232 Fetal_Liver.Erythroblast_Hba.a2_high
Fetal_Liver.Erythroblast_Klf...       COVAR   12577   -0.0093066   -0.0013391     0.091969       0.5403 Fetal_Liver.Erythroblast_Klf1_high
Fetal_Liver.Hepatocyte_Afp_h...       COVAR   12577   -0.0065803  -0.00086773     0.093374      0.52809 Fetal_Liver.Hepatocyte_Afp_high
Fetal_Liver.Macrophage                COVAR   12577     0.008118    0.0010913      0.10536      0.46929 Fetal_Liver.Macrophage
Fetal_Liver.Mast_cell_Mcpt8_...       COVAR   12577      0.15387     0.020062      0.10707     0.075351 Fetal_Liver.Mast_cell_Mcpt8_high
Fetal_Liver.Megakaryocyte             COVAR   12577    -0.039819    -0.005694     0.089607      0.67161 Fetal_Liver.Megakaryocyte
Fetal_Liver.Neutrophil_Elane...       COVAR   12577    -0.038324   -0.0050852      0.11476      0.63079 Fetal_Liver.Neutrophil_Elane_high
Fetal_Liver.Neutrophil_Ngp_h...       COVAR   12577   0.00037535   5.7752e-05     0.080774      0.49815 Fetal_Liver.Neutrophil_Ngp_high
Fetal_Liver.Stem_and_progeni...       COVAR   12577    -0.049096   -0.0065793      0.10987       0.6725 Fetal_Liver.Stem_and_progenitor_cell
Fetal_Lung.Epithelial_cell_A...       COVAR   12577    0.0038801   0.00043874      0.13447      0.48849 Fetal_Lung.Epithelial_cell_Aldh1a2_high
Fetal_Lung.Epithelial_cell_S...       COVAR   12577    -0.074008   -0.0083589      0.14181      0.69911 Fetal_Lung.Epithelial_cell_Sftpc_high
Fetal_Lung.Erythroblast_Hba....       COVAR   12577     -0.19965    -0.022158      0.13511      0.93024 Fetal_Lung.Erythroblast_Hba.x_high
Fetal_Lung.Erythroblast_Hbb....       COVAR   12577     -0.19015    -0.021496      0.13525      0.92012 Fetal_Lung.Erythroblast_Hbb.bs_high
Fetal_Lung.Erythroblast_Mt2_...       COVAR   12577     -0.03434   -0.0043307      0.10955      0.62304 Fetal_Lung.Erythroblast_Mt2_high
Fetal_Lung.Erythroblast_Mt2....       COVAR   12577    -0.037096   -0.0053078     0.098145      0.64727 Fetal_Lung.Erythroblast_Mt2.Mt1_high
Fetal_Lung.Macrophage_Lyz2_h...       COVAR   12577      -0.1327    -0.016035      0.14409      0.82145 Fetal_Lung.Macrophage_Lyz2_high
Fetal_Lung.Macrophage_Pf4high         COVAR   12577    -0.052272   -0.0059293      0.13996       0.6456 Fetal_Lung.Macrophage_Pf4high
Fetal_Lung.Neutrophil_Gm5483...       COVAR   12577    -0.098985    -0.010002      0.13586      0.76687 Fetal_Lung.Neutrophil_Gm5483_high
Fetal_Lung.Neutrophil_S100a8...       COVAR   12577     -0.13049    -0.017708       0.1216      0.85838 Fetal_Lung.Neutrophil_S100a8_high
Fetal_Lung.Smooth_muscle_cell         COVAR   12577     -0.27691    -0.029798      0.14401      0.97274 Fetal_Lung.Smooth_muscle_cell
Fetal_Lung.Stromal_cell_Ankf...       COVAR   12577     -0.19303    -0.019858      0.15473      0.89388 Fetal_Lung.Stromal_cell_Ankfy1_high
Fetal_Lung.Stromal_cell_Ptn_...       COVAR   12577     -0.22687    -0.023138      0.15917      0.92295 Fetal_Lung.Stromal_cell_Ptn_high
Fetal_Stomache.Acinar_cell_C...       COVAR   12577     0.048233    0.0054346      0.13608       0.3615 Fetal_Stomache.Acinar_cell_Ctrb1_high
Fetal_Stomache.Acinar_cell_S...       COVAR   12577   -0.0083679   -0.0009146       0.1447      0.52306 Fetal_Stomache.Acinar_cell_Spp1_high
Fetal_Stomache.Endocrine_cell         COVAR   12577    -0.086438   -0.0079942      0.16221      0.70293 Fetal_Stomache.Endocrine_cell
Fetal_Stomache.Endocrine_pro...       COVAR   12577     -0.28984    -0.028917      0.12598      0.98928 Fetal_Stomache.Endocrine_progenitor_cell
Fetal_Stomache.Epithelial_ce...       COVAR   12577      0.17072     0.016763      0.17524      0.16498 Fetal_Stomache.Epithelial_cell
Fetal_Stomache.Erythroblast_...1      COVAR   12577     0.020446    0.0022919      0.12472      0.43489 Fetal_Stomache.Erythroblast_Car2_high
Fetal_Stomache.Erythroblast_...2      COVAR   12577     -0.28169    -0.027956      0.14352      0.97515 Fetal_Stomache.Erythroblast_Hba.x_HIGH
Fetal_Stomache.Erythroblast_...3      COVAR   12577     -0.20252     -0.01774      0.19101      0.85548 Fetal_Stomache.Erythroblast_Hbb.bs_high
Fetal_Stomache.Erythroblast_...4      COVAR   12577     -0.11578    -0.014558      0.11404        0.845 Fetal_Stomache.Erythroblast_Klf1_high
Fetal_Stomache.Erythroblast_...5      COVAR   12577     -0.24958    -0.026688      0.11137      0.98748 Fetal_Stomache.Erythroblast_Snca_high
Fetal_Stomache.Hepatocyte.Li...       COVAR   12577    -0.080358    -0.013023     0.063743      0.89627 Fetal_Stomache.Hepatocyte.Like_Cell
Fetal_Stomache.Immunocyte_Ly...       COVAR   12577     -0.13886    -0.014592      0.17493      0.78634 Fetal_Stomache.Immunocyte_Lyz2_high
Fetal_Stomache.Macrophage             COVAR   12577     0.064119    0.0061962      0.18637      0.36541 Fetal_Stomache.Macrophage
